1	1838.085556	1784.301830
2	1771.928955	1759.532226
3	1757.431304	1755.135326
4	1751.141513	1746.817571
5	1745.816285	1743.146207
6	1742.591388	1739.757354
7	1740.407341	1741.992778
8	1739.343966	1738.602180
9	1738.445158	1737.729103
10	1738.018553	1738.737501
11	1736.260990	1736.304348
12	1735.471038	1735.255454
13	1735.000277	1735.256342
14	1734.891111	1735.082582
15	1734.604367	1734.483142
16	1734.043889	1736.276206
17	1733.926747	1734.202030
18	1733.396931	1734.299311
19	1733.177715	1734.436536
20	1733.078609	1735.051291
21	1733.042797	1734.475436
22	1732.635887	1733.450876
23	1732.604576	1733.881130
24	1732.232278	1733.159426
25	1732.323057	1734.014209
26	1731.963817	1732.764102
27	1731.747256	1732.356461
28	1731.552040	1732.637572
29	1731.552908	1733.473015
30	1731.445065	1732.211188
31	1731.124346	1731.971675
32	1730.944571	1732.573968
33	1731.026358	1732.791643
34	1730.867144	1732.975105
35	1730.578269	1733.277419
36	1730.375406	1731.748550
37	1730.460113	1732.771607
38	1730.112553	1731.621005
39	1729.997106	1731.915813
40	1729.955405	1731.681241
41	1729.874391	1731.585398
42	1729.786581	1732.408606
43	1729.683429	1731.356922
44	1729.561852	1730.811454
45	1729.447130	1730.896188
46	1729.381815	1731.622399
47	1729.149951	1731.200535
48	1729.223716	1730.697726
49	1728.945862	1732.262796
50	1729.009133	1730.710176
51	1728.928038	1730.747000
52	1728.987572	1730.856075
53	1728.685578	1731.582689
54	1728.658756	1730.840120
55	1728.654471	1730.740838
56	1728.492819	1730.557550
57	1728.585830	1731.028363
58	1728.343233	1730.687995
59	1728.330750	1730.961687
60	1728.366712	1730.585851
61	1728.097848	1729.996597
62	1728.252609	1731.165480
63	1728.163694	1730.596372
64	1728.087731	1730.618587
65	1727.897819	1730.977304
66	1727.897645	1730.492999
67	1728.016173	1730.534067
68	1727.693508	1730.221264
69	1727.764256	1730.504707
70	1727.790434	1730.750936
71	1727.680699	1730.171227
72	1727.753801	1730.075916
73	1727.694153	1730.301111
74	1727.617982	1730.621733
75	1727.549465	1729.899532
76	1727.376606	1729.582175
77	1727.402811	1730.674239
78	1727.377504	1730.196476
79	1727.428038	1729.567514
80	1727.216872	1730.633365
81	1727.304837	1730.362000
82	1727.260576	1729.913679
