1	1758.944862	1727.003680
2	1720.021043	1718.434323
3	1712.498317	1712.038327
4	1708.758315	1707.917682
5	1706.308293	1706.442096
6	1704.456785	1704.396791
7	1703.173678	1706.078390
8	1702.103505	1703.604593
9	1701.083644	1704.669614
10	1700.554314	1701.433216
11	1699.776389	1707.801523
12	1699.270263	1699.882733
13	1698.817520	1700.590180
14	1698.444471	1699.384420
15	1698.040180	1698.430657
16	1697.763148	1699.015344
17	1697.555528	1700.407244
18	1697.295187	1700.522879
19	1697.102318	1699.947015
20	1696.907255	1700.067877
21	1696.661708	1698.597483
22	1696.509120	1698.751294
23	1696.312211	1702.969630
24	1696.213989	1696.956526
25	1696.068474	1698.761691
26	1695.971020	1698.453344
27	1695.932328	1697.734969
28	1695.834239	1696.478582
29	1695.655047	1699.174961
30	1695.625817	1698.025783
31	1695.599940	1698.454785
32	1695.505940	1698.566716
33	1695.386754	1696.355641
34	1695.332293	1696.502012
35	1695.300931	1698.014091
36	1695.287307	1697.913086
37	1695.199910	1696.616096
38	1695.099033	1697.560267
39	1695.135545	1696.334478
40	1695.034684	1697.791081
41	1695.042364	1697.230114
42	1694.952037	1697.292676
43	1694.861758	1698.770986
44	1694.916402	1697.957319
45	1694.877893	1697.277022
46	1694.780258	1695.797734
47	1694.728011	1696.277580
48	1694.645629	1697.256207
49	1694.616974	1695.350991
50	1694.597384	1695.596992
51	1694.558141	1696.920556
52	1694.616603	1697.091890
53	1694.443512	1695.658314
54	1694.452812	1696.420378
55	1694.438745	1698.668797
56	1694.471680	1696.701042
57	1694.363443	1695.710981
58	1694.380108	1697.958316
59	1694.323100	1696.090417
60	1694.295189	1695.983226
61	1694.241381	1696.830441
62	1694.292738	1696.269366
63	1694.277973	1695.077347
64	1694.217159	1696.601511
65	1694.259059	1695.792294
66	1694.193953	1696.155854
67	1694.260741	1698.072351
68	1694.126161	1696.635615
69	1694.183294	1697.643229
70	1694.134568	1694.919927
71	1694.106646	1696.904858
72	1694.118092	1695.195523
73	1694.120758	1696.528732
74	1694.121171	1694.880956
75	1694.084061	1695.832634
76	1694.065499	1695.377186
77	1694.037717	1695.545788
78	1694.050048	1694.977529
79	1693.967838	1697.861968
80	1694.038896	1695.969410
81	1694.056684	1695.099035
82	1694.027773	1695.810252
83	1694.018585	1696.955241
84	1694.027395	1695.578772
85	1693.976554	1695.852795
86	1693.993317	1695.860251
87	1693.997414	1696.423670
88	1693.924766	1694.801955
89	1693.950552	1694.800728
90	1693.933113	1695.878217
91	1693.908417	1696.082461
92	1693.925542	1695.644897
93	1693.987489	1695.569207
94	1693.888090	1696.148096
95	1693.925873	1694.656184
96	1693.854562	1695.706262
